id,roundtrip_time [s]
         0,0.005618705
         1,0.000276924
         2,0.000237922
         3,0.000237128
         4,0.000247035
         5,0.000242544
         6,0.000241767
         7,0.000242710
         8,0.000231158
         9,0.000233561
        10,0.000232396
        11,0.000245741
        12,0.000251656
        13,0.000244318
        14,0.000245242
        15,0.000246407
        16,0.000231731
        17,0.000231084
        18,0.000230677
        19,0.000243948
        20,0.000244133
        21,0.000237516
        22,0.000230843
        23,0.000233320
        24,0.000244059
        25,0.000246037
        26,0.000243819
        27,0.000231453
        28,0.000231657
        29,0.000230992
        30,0.000240880
        31,0.000231268
        32,0.000232858
        33,0.000231102
        34,0.000244743
        35,0.000244596
        36,0.000230289
        37,0.000234078
        38,0.000233394
        39,0.000235982
        40,0.000229864
        41,0.000232137
        42,0.000233061
        43,0.000246055
        44,0.000245279
        45,0.000230769
        46,0.000233412
        47,0.000231343
        48,0.000234892
        49,0.000228958
        50,0.000230992
        51,0.000237664
        52,0.000244318
        53,0.000243579
        54,0.000235852
        55,0.000231453
        56,0.000231157
        57,0.000235094
        58,0.000229549
        59,0.000232692
        60,0.000234282
        61,0.000244632
        62,0.000245186
        63,0.000232544
        64,0.000230585
        65,0.000230067
        66,0.000239216
        67,0.000229660
        68,0.000230770
        69,0.000235630
        70,0.000244798
        71,0.000246703
        72,0.000247294
        73,0.000229124
        74,0.000230548
        75,0.003313451
        76,0.000247424
        77,0.000234855
        78,0.000244411
        79,0.000245427
        80,0.000243874
        81,0.000231638
        82,0.000230696
        83,0.000231749
        84,0.000239050
        85,0.000230511
        86,0.000232045
        87,0.000233080
        88,0.000244151
        89,0.000247590
        90,0.000245963
        91,0.000230659
        92,0.000231657
        93,0.000230271
        94,0.000252063
        95,0.000256221
        96,0.000244096
        97,0.000235871
        98,0.000231379
        99,0.000231102
       100,0.000234374
       101,0.000246573
       102,0.000244078
       103,0.000246536
       104,0.000229586
       105,0.000229790
       106,0.000228792
       107,0.000230326
       108,0.000232710
       109,0.000234706
       110,0.000245206
       111,0.000245667
       112,0.000246591
       113,0.000247793
       114,0.000247645
       115,0.000231102
       116,0.000231693
       117,0.000229273
       118,0.000241323
       119,0.000232821
       120,0.000229698
       121,0.000231528
       122,0.000243948
       123,0.000245112
       124,0.000231546
       125,0.000232840
       126,0.000238274
       127,0.000233801
       128,0.000229587
       129,0.000229901
       130,0.000234226
       131,0.000246481
       132,0.000245206
       133,0.000229938
       134,0.000232859
       135,0.000230899
       136,0.000237276
       137,0.000229421
       138,0.000231139
       139,0.000235705
       140,0.000246887
       141,0.000244133
       142,0.000234540
       143,0.000233043
       144,0.000230566
       145,0.000232821
       146,0.000229790
       147,0.000231916
       148,0.000234540
       149,0.000243449
       150,0.000247091
       151,0.000230751
       152,0.000230363
       153,0.000230677
       154,0.000240159
       155,0.000232840
       156,0.000232543
       157,0.000230973
       158,0.000245243
       159,0.000247017
       160,0.000229716
       161,0.000230677
       162,0.000230584
       163,0.000239198
       164,0.000229642
       165,0.000231823
       166,0.000235668
       167,0.000244836
       168,0.000243911
       169,0.000228569
       170,0.000231435
       171,0.000231065
       172,0.000242821
       173,0.000228662
       174,0.000232230
       175,0.003803307
       176,0.000231379
       177,0.000244263
       178,0.000232359
       179,0.000234059
       180,0.000230160
       181,0.000245057
       182,0.000248348
       183,0.000248754
       184,0.000243875
       185,0.000232414
       186,0.000230807
       187,0.000230991
       188,0.000240270
       189,0.000229568
       190,0.000238255
       191,0.000239439
       192,0.000239512
       193,0.000344962
       194,0.000236333
       195,0.000235464
       196,0.000234134
       197,0.000244262
       198,0.000232729
       199,0.000231564
       200,0.000232266
       201,0.000243911
       202,0.000244577
       203,0.000231971
       204,0.000231860
       205,0.000229679
       206,0.000241878
       207,0.000232988
       208,0.000229994
       209,0.000232415
       210,0.000243652
       211,0.000245261
       212,0.000235612
       213,0.000230733
       214,0.000231952
       215,0.000234762
       216,0.000231712
       217,0.000229476
       218,0.000237331
       219,0.000247664
       220,0.000250288
       221,0.000244688
       222,0.000246296
       223,0.000244965
       224,0.000252433
       225,0.000255574
       226,0.000250048
       227,0.000250972
       228,0.000250436
       229,0.000246517
       230,0.000249439
       231,0.000249161
       232,0.000248237
       233,0.000251323
       234,0.000260658
       235,0.000256591
       236,0.000244208
       237,0.000247849
       238,0.000244983
       239,0.000241749
       240,0.000246055
       241,0.000247978
       242,0.000243856
       243,0.000245520
       244,0.000308512
       245,0.000262210
       246,0.000237701
       247,0.000231934
       248,0.000231804
       249,0.000230418
       250,0.000246758
       251,0.000252210
       252,0.000246407
       253,0.000244373
       254,0.000247109
       255,0.000231010
       256,0.000229864
       257,0.000230677
       258,0.000234374
       259,0.000229735
       260,0.000229106
       261,0.000239235
       262,0.001361383
       263,0.000517268
       264,0.000290343
       265,0.000262469
       266,0.000241878
       267,0.000252894
       268,0.000246462
       269,0.000248865
       270,0.000255298
       271,0.000242728
       272,0.000238607
       273,0.000230899
       274,0.000239088
       275,0.000240935
       276,0.000235889
       277,0.000245723
       278,0.000248440
       279,0.000245131
       280,0.000230289
       281,0.000229402
       282,0.000228866
       283,0.000243986
       284,0.000230049
       285,0.000230751
       286,0.000232969
       287,0.000260067
       288,0.000249253
       289,0.000254669
       290,0.000240289
       291,0.000241730
       292,0.000243634
       293,0.000244854
       294,0.011490453
       295,0.000270805
       296,0.000231823
       297,0.000240584
       298,0.000245834
       299,0.000245206
       300,0.000231620
       301,0.000231305
       302,0.000232267
       303,0.000236370
       304,0.000229827
       305,0.000229956
       306,0.000235557
       307,0.000249734
       308,0.000247423
       309,0.000247202
       310,0.000249050
       311,0.000248107
       312,0.000247035
       313,0.000231657
       314,0.000234411
       315,0.000236480
       316,0.000242063
       317,0.000238533
       318,0.000251527
       319,0.000249254
       320,0.000251527
       321,0.000245335
       322,0.000248495
       323,0.000247738
       324,0.000242414
       325,0.000233616
       326,0.000230751
       327,0.000235705
       328,0.000246259
       329,0.000244503
       330,0.000229494
       331,0.000231730
       332,0.000230493
       333,0.000241620
       334,0.000230751
       335,0.000229660
       336,0.000235778
       337,0.000244300
       338,0.000244596
       339,0.000231305
       340,0.000234928
       341,0.000252432
       342,0.000241915
       343,0.000239419
       344,0.000231916
       345,0.000231454
       346,0.000233209
       347,0.000230437
       348,0.000244632
       349,0.000245741
       350,0.000230917
       351,0.000231047
       352,0.001404598
       353,0.000236481
       354,0.000232969
       355,0.000231491
       356,0.000233949
       357,0.000228922
       358,0.000231157
       359,0.000240455
       360,0.000243838
       361,0.000244392
       362,0.000246740
       363,0.000231527
       364,0.000230048
       365,0.000229420
       366,0.000243209
       367,0.000230751
       368,0.000230159
       369,0.000235279
       370,0.000244225
       371,0.000246592
       372,0.000231213
       373,0.000232599
       374,0.000231860
       375,0.000236278
       376,0.000228903
       377,0.000229993
       378,0.000235039
       379,0.000245575
       380,0.000247276
       381,0.000230529
       382,0.000231139
       383,0.000230622
       384,0.000237941
       385,0.000229883
       386,0.000231047
       387,0.000235021
       388,0.000245316
       389,0.000243431
       390,0.000230104
       391,0.000230363
       392,0.000229272
       393,0.000245224
       394,0.000230178
       395,0.000231102
       396,0.000234022
       397,0.000245187
       398,0.000245131
       399,0.000230566
       400,0.000229735
       401,0.000230307
       402,0.000243394
       403,0.000231194
       404,0.000229549
       405,0.000233210
       406,0.000245981
       407,0.000245612
       408,0.000229919
       409,0.000228976
       410,0.000230658
       411,0.000243671
       412,0.000229901
       413,0.000230474
       414,0.000233616
