0,1
19,1
39,1
59,1
79,1
99,1
119,1
139,1
159,1
179,1
199,1
219,1
239,1
259,1
279,1
299,1
319,0
339,0
359,0
379,0
399,0
419,0
439,0
459,0
479,0
499,0
519,0
539,0
559,0
579,0
599,0
619,0
639,0
659,0
679,0
699,0
719,0
739,0
759,0
779,0
799,0
819,0
839,0
859,0
879,0
899,0
919,0
939,0
959,0
979,0
999,0
1019,0
1039,0
1059,0
1079,0
1099,0
1119,0
1139,0
1159,0
1179,0
1199,0
1219,0
1239,0
1259,0
1279,0
1299,0
1319,0
1339,0
1359,0
1379,0
1399,0
1419,0
1439,0
1459,0
1479,0
1499,0
1519,0
1539,0
1558,0
1579,0
1599,0
1619,0
1638,0
1659,0
1679,0
1699,0
1719,0
1739,0
1759,0
1779,0
1799,0
1819,0
1839,0
1859,0
1879,0
1899,0
1919,0
1939,0
1959,0
1979,0
1999,0
2018,0
2038,0
2058,0
2079,0
2099,0
2119,0
2139,0
2159,0
2179,0
2199,0
2219,0
2239,0
2259,0
2279,0
2299,0
2319,0
2339,0
2359,0
2379,0
2399,0
2419,0
2439,0
2459,0
2479,0
2499,0
2519,0
2539,0
2559,0
2579,0
2599,0
2619,0
2639,0
2659,0
2679,0
2699,0
2719,0
2739,0
2759,0
2779,0
2799,0
2819,0
2839,0
2859,0
2879,0
2899,0
2919,0
2939,0
2959,0
2979,0
2999,0
3019,0
3039,0
3059,0
3079,0
3099,0
